Cage,Rack,Label,Physical IP,Management IP,IPv6(Global Unicast),Server Type,OS,ZService,Component,Group,BIOS Version,BMC Version,Serial Number,Vendor,Server Model,Installation Date,Motherboard Model,IPMI Version,Redfish Version,Kernel Version,MAC Address,RAM (GB),Memory Encryption,Drive Type,Disk Encryption,CPU Model,CPU(s),Physical CPU,CPU Cores,CPU Architecture,Disk Count,Total Disk Size,Role,Power Consumed (W),Server Age,PO Number,VLAN
11FHUB,11FHUB,11FHUB-GPU-R28U,172.20.67.17,-,-,PHYSICAL_SERVER,CentOS Linux release 7.9.2009 (Core),DL,Grammar-Correction,TextCorrection-Inference,-,-,System Serial Number,System manufacturer,System Product Name,25-03-2022,-,-,-,3.10.0-1160.6.1.el7.x86_64,2c:fd:a1:57:ab:ad,64,SME,NVMe,HW Encryption Supported,AMD Ryzen Threadripper 1920X 12-Core Processor,24,1,12,x86_64,1,1 TB,-,-1,4,-,VLAN-172.20
Cage1,CT01,CT01-D2C07-N1,172.20.56.57,172.20.56.47,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,2.0.3,4.32,JKV3WB3,Dell Inc.,PowerEdge C6525,13-03-2021,04DK47A02,2.0,1.6.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:89:94:f0,256,SME,SSD,HW Encryption Not Supported,AMD EPYC 7452 32-Core Processor,64,1,32,x86_64,5,9.5 TB,-,197,5,ZOHO EST/20-21/0350,VLAN-172.20
Cage1,CT01,CT01-D2C07-N2,172.20.56.153,172.20.56.51,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,2.0.3,4.32,2LV3WB3,Dell Inc.,PowerEdge C6525,13-03-2021,04DK47A02,2.0,1.6.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:89:98:00,256,-,SSD,HW Encryption Not Supported,AMD EPYC 7452 32-Core Processor,64,1,32,x86_64,5,9.5 TB,-,147,5,ZOHO EST/20-21/0350,VLAN-172.20
Cage1,CT01,CT01-D2C07-N3,172.20.56.154,172.20.56.48,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,2.0.3,4.32,1LV3WB3,Dell Inc.,PowerEdge C6525,13-03-2021,04DK47A02,2.0,1.6.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:89:96:f8,256,-,SSD,HW Encryption Not Supported,AMD EPYC 7452 32-Core Processor,64,1,32,x86_64,5,9.5 TB,-,90,5,ZOHO EST/20-21/0350,VLAN-172.20
Cage1,CT01,CT01-D2C07-N4,172.20.201.80,172.20.56.50,-,PHYSICAL_SERVER,Debian 12.9,CWS,Kubernetes-Worker,worker,2.18.1,7.20,3LV3WB3,Dell Inc.,PowerEdge C6525,13-03-2021,04DK47A02,2.0,1.20.1,6.1.123,b4:96:91:89:92:80,256,None,Mixed,Not Known,AMD EPYC 7452 32-Core Processor,64,1,32,x86_64,10,4.2 TB,-,70,5,ZOHO EST/20-21/0350,VLAN-172.20
Cage1,CT01,CT01-D2C11-N1,172.20.57.112,172.20.57.108,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,2.0.3,4.32,6KV3WB3,Dell Inc.,PowerEdge C6525,08-05-2021,04DK47A02,2.0,1.6.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:89:99:ac,256,SME,SSD,HW Encryption Not Supported,AMD EPYC 7452 32-Core Processor,64,1,32,x86_64,5,9.5 TB,-,77,5,ZOHO EST/20-21/0350,VLAN-172.20
Cage1,CT01,CT01-D2C11-N2,172.20.57.116,172.20.57.107,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,2.0.3,4.32,8KV3WB3,Dell Inc.,PowerEdge C6525,08-05-2021,04DK47A02,2.0,1.6.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:71:33:2c,256,SME,SSD,HW Encryption Not Supported,AMD EPYC 7452 32-Core Processor,64,1,32,x86_64,5,9.5 TB,-,102,5,ZOHO EST/20-21/0350,VLAN-172.20
Cage1,CT01,CT01-D2C11-N3,172.20.57.217,172.20.57.110,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,2.0.3,4.32,7KV3WB3,Dell Inc.,PowerEdge C6525,13-05-2021,04DK47A02,2.0,1.6.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:89:98:98,256,SME,SSD,HW Encryption Not Supported,AMD EPYC 7452 32-Core Processor,64,1,32,x86_64,5,9.5 TB,-,84,5,ZOHO EST/20-21/0350,VLAN-172.20
Cage1,CT01,CT01-D2C11-N4,172.20.209.47,172.20.57.109,-,KVM,Debian 12.9,-,-,-,2.0.3,4.32,9KV3WB3,Dell Inc.,PowerEdge C6525,08-05-2021,04DK47A02,2.0,1.6.0,6.1.112,b4:96:91:71:36:9c,256,None,SSD,HW Encryption Not Supported,AMD EPYC 7452 32-Core Processor,64,1,32,x86_64,5,9.5 TB,-,95,5,ZOHO EST/20-21/0350,VLAN-172.20
Cage1,CT01,CT01-D2C12-N1,172.20.63.232,172.20.61.254,-,KVM,Debian 11.0,-,-,-,2.12.2,5.00,1XGHKH3,Dell Inc.,PowerEdge C6420,23-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c4:c7:30,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,142,4,-,VLAN-172.20
Cage1,CT01,CT01-D2C12-N2,172.20.63.234,172.20.61.253,-,KVM,Debian 11.0,-,-,-,2.12.2,5.00,HWGHKH3,Dell Inc.,PowerEdge C6420,23-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c4:c0:24,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,199,4,-,VLAN-172.20
Cage1,CT01,CT01-D2C12-N3,172.20.63.233,172.20.62.0,-,KVM,Debian 11.0,-,-,-,2.12.2,5.00,GWGHKH3,Dell Inc.,PowerEdge C6420,23-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c4:c7:78,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,152,4,-,VLAN-172.20
Cage1,CT01,CT01-D2C12-N4,172.20.62.153,172.20.61.255,-,CONTAINER_HOST,CentOS Linux release 7.9.2009 (Core),-,-,-,2.12.2,5.00,JWGHKH3,Dell Inc.,PowerEdge C6420,10-11-2021,0JP9TFA04,2.0,-,3.10.0-1160.6.1.el7.x86_64,b4:96:91:c4:c5:5c,128,-,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,-,2,3.8 TB,-,77,4,-,VLAN-172.20
Cage1,CT01,CT01-D2C16-N1,192.168.187.87,172.20.66.117,-,PHYSICAL_SERVER,Debian 11.7,Mi,MySQL,dev-cluster,2.12.2,5.10,1VGHKH3,Dell Inc.,PowerEdge C6420,19-01-2022,0JP9TFA04,2.0,1.11.0,5.10.191,b4:96:91:c3:53:48,256,Unknown,SSD,HW Encryption Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,2,15.4 TB,-,67,4,-,LOCALZOHO-CORP
Cage1,CT01,CT01-D2C16-N2,10.61.203.254,172.20.66.118,-,PHYSICAL_SERVER,Debian 12.6,PaliIDE,DockerEngine,paliide,2.12.2,5.10,3VGHKH3,Dell Inc.,PowerEdge C6420,21-01-2022,0JP9TFA04,2.0,1.11.0,6.1.112,b4:96:91:c3:55:74,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,90,4,-,PaliIDE_VLAN
Cage1,CT01,CT01-D2C16-N3,172.20.66.124,172.20.66.115,-,KVM,Debian 11.2,-,-,-,2.12.2,5.10,2VGHKH3,Dell Inc.,PowerEdge C6420,21-01-2022,0JP9TFA04,2.0,1.11.0,5.10.106,b4:96:91:c3:55:10,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,152,4,-,VLAN-172.20
Cage1,CT01,CT01-D2C16-N4,172.20.66.197,172.20.66.116,-,KVM,Debian 11.2,-,-,-,2.13.3,5.10,JTGHKH3,Dell Inc.,PowerEdge C6420,09-03-2022,0JP9TFA04,2.0,1.11.0,5.10.106,b4:96:91:c3:53:74,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,147,4,-,VLAN-172.20
Cage1,CT01,CT01-GBA,172.20.89.174,172.20.85.115,-,PHYSICAL_SERVER,Debian 11.7,-,-,-,-,c.60,01234567890123456789AB,GIGABYTE,MP32-AR1-00,23-06-2022,5MP32AR1NR-00-21B,2.0,-,5.10.106,d8:5e:d3:e7:aa:c4,192,-,SSD,HW Encryption Supported,Neoverse-N1,80,1,80,aarch64,4,7.6 TB,-,169,4,-,VLAN-172.20
Cage1,CT01,CT01-S2U15-N1,172.20.66.40,172.20.215.151,-,PHYSICAL_SERVER,Debian 11.3,Reports,Velociraptor,reports-vr-default,2.2,0.00,A445387X1B00990A,Supermicro,AS -2114GT-DNR,13-12-2021,H12SSG-AN6,2.0,1.8.0,5.10.106,3c:ec:ef:5f:f1:6a,128,None,NVMe,HW Encryption Not Supported,AMD EPYC 7313P 16-Core Processor,32,1,16,x86_64,1,1.9 TB,-,802,4,-,VLAN-172.20
Cage1,CT01,CT01-S2U15-N2,172.20.66.39,172.20.215.150,-,PHYSICAL_SERVER,Debian 11.3,Reports,Velociraptor,reports-vr-default,2.2,0.00,A445387X1B00990B,Supermicro,AS -2114GT-DNR,14-12-2021,H12SSG-AN6,2.0,1.8.0,5.10.106,3c:ec:ef:5f:f1:5a,128,None,NVMe,HW Encryption Not Supported,AMD EPYC 7313P 16-Core Processor,32,1,16,x86_64,1,1.9 TB,-,849,4,-,VLAN-172.20
Cage1,CT01,CT01-TPR09-N1,172.20.57.124,172.20.215.152,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,3.2,1.71,A265558X0107594A,Supermicro,SYS-2029TP-HTR,13-03-2021,X11DPT-PS,2.0,1.0.1,3.10.0-1160.6.1.el7.x86_64,ac:1f:6b:c8:e9:cc,192,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,114,5,-,VLAN-172.20
Cage1,CT01,CT01-TPR09-N2,172.20.56.44,172.20.215.153,-,PHYSICAL_SERVER,CentOS Linux release 7.9.2009 (Core),Catalyst,Testing,default,3.2,1.71,A265558X0107594B,Supermicro,SYS-2029TP-HTR,13-03-2021,X11DPT-PS,2.0,1.0.1,5.11.15-1.el7.elrepo.x86_64,ac:1f:6b:c8:f1:b2,128,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,74,5,-,VLAN-172.20
Cage1,CT01,CT01-TPR09-N3,172.20.208.11,172.20.215.154,-,PHYSICAL_SERVER,Debian 12.9,Mi,AppServer,ZopeParser,3.2,1.71,A265558X0107594C,Supermicro,SYS-2029TP-HTR,13-03-2021,X11DPT-PS,2.0,1.0.1,6.1.123,ac:1f:6b:c8:f1:5d,32,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,1,1.9 TB,-,71,5,-,VLAN-172.20
Cage1,CT02,CT02-D2C14-N1,172.20.62.53,172.20.61.242,-,KVM,Debian 11.0,-,-,-,2.11.2,4.40,9VGHKH3,Dell Inc.,PowerEdge C6420,01-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c3:54:a8,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,157,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C14-N3,172.20.65.224,172.20.61.241,-,KVM,Debian 11.0,-,-,-,2.11.2,4.40,BVGHKH3,Dell Inc.,PowerEdge C6420,21-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c2:c3:9c,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,180,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C14-N4,172.20.62.147,172.20.61.240,-,CONTAINER_HOST,CentOS Linux release 7.9.2009 (Core),-,-,-,2.11.2,4.40,DVGHKH3,Dell Inc.,PowerEdge C6420,10-11-2021,0JP9TFA04,2.0,1.9.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:c2:bd:7c,128,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,2,3.8 TB,-,71,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C16-N1,172.20.63.101,172.20.61.244,-,KVM,Debian 11.0,-,-,-,2.11.2,4.40,1WGHKH3,Dell Inc.,PowerEdge C6420,17-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c2:bc:b4,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,148,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C16-N2,172.20.63.211,172.20.61.247,-,KVM,Debian 11.0,-,-,-,2.11.2,4.40,HVGHKH3,Dell Inc.,PowerEdge C6420,22-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c3:57:a0,256,Unknown,SSD,Not Known,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,5,9.5 TB,-,141,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C16-N4,172.20.62.151,172.20.61.246,-,CONTAINER_HOST,CentOS Linux release 7.9.2009 (Core),-,-,-,2.11.2,4.40,JVGHKH3,Dell Inc.,PowerEdge C6420,10-11-2021,0JP9TFA04,2.0,1.9.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:c2:c6:a0,128,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,2,3.8 TB,-,80,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C18-N1,172.20.63.103,172.20.61.250,-,KVM,Debian 11.0,-,-,-,2.11.2,4.40,5VGHKH3,Dell Inc.,PowerEdge C6420,17-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c3:5c:74,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,158,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C18-N2,172.20.63.215,172.20.61.249,-,KVM,Debian 11.0,-,-,-,2.11.2,4.40,7VGHKH3,Dell Inc.,PowerEdge C6420,22-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c3:53:44,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,139,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C18-N3,172.20.63.216,172.20.61.251,-,KVM,Debian 11.0,-,-,-,2.11.2,4.40,6VGHKH3,Dell Inc.,PowerEdge C6420,22-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c3:52:54,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,5,9.5 TB,-,161,4,-,VLAN-172.20
Cage1,CT02,CT02-D2C18-N4,172.20.62.152,172.20.61.252,-,CONTAINER_HOST,CentOS Linux release 7.9.2009 (Core),-,-,-,2.11.2,4.40,8VGHKH3,Dell Inc.,PowerEdge C6420,10-11-2021,0JP9TFA04,2.0,1.9.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:c3:58:70,128,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,2,3.8 TB,-,67,4,-,VLAN-172.20
Cage1,CT02,CT02-D2U21,172.20.70.173,172.20.70.172,-,PHYSICAL_SERVER,Debian 11.3,Files,Files-Server,files-u30,2.14.2,5.10,DD4R3W2,Dell Inc.,PowerEdge R740,10-06-2022,0JMK61A00,2.0,1.11.0,5.10.106,e4:43:4b:3c:f8:88,128,Unknown,HDD,HW Encryption Supported,Intel(R) Xeon(R) Gold 5118 CPU @ 2.30GHz,48,2,12,x86_64,1,2 TB,-,217,4,-,VLAN-172.20
Cage1,CT02,CT02-MCB09-N1,172.20.95.117,172.20.132.196,-,KVM,Debian 11.3,-,-,-,2.00,1.42,S13584424C21155,Supermicro,SYS-5038ML-H12TRF,10-06-2020,X10SLE,2.0,-,5.10.106,0c:c4:7a:15:e4:53,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,8 TB,-,43,6,-,VLAN-172.20
Cage1,CT02,CT02-MCB09-N10,172.20.213.92,172.20.132.205,-,PHYSICAL_SERVER,Debian 12.9,Logs,DFS-DataNode,dfs2,3.3,3.88,0123456789,Supermicro,X10SLE-F/HF,10-06-2020,X10SLE,2.0,-,6.1.123,0c:c4:7a:15:d9:74,32,Unknown,HDD,HW Encryption Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,16 TB,-,49,6,-,VLAN-172.20
Cage1,CT02,CT02-MCB09-N12,192.168.185.79,172.20.132.207,-,PHYSICAL_SERVER,Debian 11.7,Mi,Test-Server,NA,2.00,3.88,S13584424C21154,Supermicro,SYS-5038ML-H12TRF,10-06-2020,X10SLE,2.0,-,5.10.191,0c:c4:7a:15:e4:37,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,1,4 TB,-,-1,6,-,CODE_APP_VLAN
Cage1,CT02,CT02-MCB09-N2,172.20.51.74,172.20.132.197,-,PHYSICAL_SERVER,Debian 11.7,DFS,DataNode,DFSCommon4,2.00,4.00,S13584424C21155,Supermicro,SYS-5038ML-H12TRF,10-06-2020,X10SLE,2.0,-,5.10.191,0c:c4:7a:15:e4:35,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,4 TB,-,21,6,-,VLAN-172.20
Cage1,CT02,CT02-MCB09-N4,172.20.209.226,172.20.132.199,-,PHYSICAL_SERVER,Debian 12.9,Logs,ElasticSearch-DataNode,NA,2.00,1.42,S13584424C21154,Supermicro,SYS-5038ML-H12TRF,10-06-2020,X10SLE,2.0,-,6.1.123,0c:c4:7a:15:e3:96,32,Unknown,HDD,HW Encryption Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,16 TB,-,29,6,-,VLAN-172.20
Cage1,CT02,CT02-MCB09-N6,172.20.209.222,172.20.132.201,-,PHYSICAL_SERVER,Debian 12.9,BDaaSAdmin,HDFS-DataNode,LocalBdaasHadoop,2.00,1.42,S13584424C21154,Supermicro,SYS-5038ML-H12TRF,10-06-2020,X10SLE,2.0,-,6.1.123,0c:c4:7a:15:d5:a0,32,None,HDD,HW Encryption Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,16 TB,-,42,6,-,VLAN-172.20
Cage1,CT02,CT02-MCB09-N8,172.20.48.140,172.20.210.38,-,PHYSICAL_SERVER,CentOS Linux release 7.6.1810 (Core),Ziapipelines,PyPipelines,Ziapipelines,2.00,1.42,S13584424C21154,Supermicro,SYS-5038ML-H12TRF,10-06-2020,X10SLE,2.0,-,3.10.0-957.el7.x86_64,0c:c4:7a:15:e5:12,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,1,500 GB,-,19,6,-,VLAN-172.20
Cage1,CT02,CT02-MCB09-N9,172.20.208.146,172.20.132.204,-,CONTAINER_HOST,Debian 13.4,-,-,-,2.00,4.00,S13584424C21154,Supermicro,SYS-5038ML-H12TRF,10-06-2020,X10SLE,2.0,-,6.12.74,0c:c4:7a:15:e3:89,32,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) CPU E3-1275L v3 @ 2.70GHz,8,1,4,x86_64,2,16 TB,-,63,6,-,VLAN-172.20
Cage1,CT02,CT02-TPR13-N1,172.20.93.14,172.20.57.55,-,KVM,Debian 11.7,-,-,-,3.2,1.71,A265558X0107599A,Supermicro,SYS-2029TP-HTR,01-05-2021,X11DPT-PS,2.0,1.0.1,5.10.178,ac:1f:6b:c7:12:e8,192,Unknown,SSD,Not Known,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,71,5,-,VLAN-172.20
Cage1,CT02,CT02-TPR13-N2,172.20.57.123,172.20.57.56,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,3.2,1.71,A265558X0107599B,Supermicro,SYS-2029TP-HTR,25-04-2021,X11DPT-PS,2.0,1.0.1,3.10.0-1160.6.1.el7.x86_64,ac:1f:6b:c7:13:2c,192,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,122,5,-,VLAN-172.20
Cage1,CT02,CT02-TPR13-N3,172.20.57.249,172.20.57.57,-,KVM,CentOS Linux release 7.9.2009 (Core),-,-,-,3.2,1.71,A265558X0107599C,Supermicro,SYS-2029TP-HTR,01-05-2021,X11DPT-PS,2.0,1.0.1,3.10.0-1160.6.1.el7.x86_64,ac:1f:6b:c7:14:4a,192,Unknown,HDD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,6,8 TB,-,136,5,-,VLAN-172.20
Cage1,CT03,CT03-D2C22-N1,172.20.63.226,172.20.62.123,-,KVM,Debian 11.0,-,-,-,2.12.2,5.00,3WGHKH3,Dell Inc.,PowerEdge C6420,23-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c2:c7:5c,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,169,4,-,VLAN-172.20
Cage1,CT03,CT03-D2C22-N2,172.20.63.227,172.20.62.122,-,KVM,Debian 11.0,-,-,-,2.12.2,5.00,5WGHKH3,Dell Inc.,PowerEdge C6420,23-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c2:c7:54,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,154,4,-,VLAN-172.20
Cage1,CT03,CT03-D2C22-N3,172.20.63.229,172.20.62.121,-,KVM,Debian 11.0,-,-,-,2.12.2,5.00,4WGHKH3,Dell Inc.,PowerEdge C6420,23-11-2021,0JP9TFA04,2.0,1.9.0,5.10.46,b4:96:91:c2:c6:9c,256,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,4,7.6 TB,-,140,4,-,VLAN-172.20
Cage1,CT03,CT03-D2C22-N4,172.20.63.49,172.20.62.120,-,CONTAINER_HOST,CentOS Linux release 7.9.2009 (Core),-,-,-,2.12.2,5.00,6WGHKH3,Dell Inc.,PowerEdge C6420,17-11-2021,0JP9TFA04,2.0,1.9.0,3.10.0-1160.6.1.el7.x86_64,b4:96:91:c2:c3:54,128,Unknown,SSD,HW Encryption Not Supported,Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz,64,2,16,x86_64,2,3.8 TB,-,71,4,-,VLAN-172.20
Cage1,CT03,CT03-P1U28,172.20.7.122,-,-,PHYSICAL_SERVER,CentOS Linux release 7.4.1708 (Core),LocalFirewall,Firewall,NA,-,-,Not Specified,Red Hat,KVM,01-01-1970,-,-,-,3.10.0-693.2.2.el7.x86_64,E0:69:95:77:2A:C2,4,-,HDD,Not Known,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,1,215 GB,-,-1,56,-,VLAN-172.20
Cage1,CT04,CT04-D1U10,172.20.223.151,172.20.98.147,-,PHYSICAL_SERVER,Debian 13.5,-,-,-,2.3.3,2.60,G63CG32,Dell Inc.,PowerEdge R420,28-12-2018,0K29HNA02,2.0,1.0.2,6.12.90,b0:83:fe:e4:73:f8,32,-,HW_RAID,HW Encryption Supported,Intel(R) Xeon(R) CPU E5-2430 v2 @ 2.50GHz,24,2,6,x86_64,1,1.2 TB,-,97,7,-,VLAN-172.20
Cage1,CT04,CT04-D2C23-N1,172.20.36.24,172.20.132.44,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,99NJ6Q2,Dell Inc.,PowerEdge C6420,12-01-2019,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:b8:94,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,132,7,-,VLAN-172.20
Cage1,CT04,CT04-D2C23-N2,172.20.36.25,172.20.132.45,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,99PL6Q2,Dell Inc.,PowerEdge C6420,12-01-2019,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:b8:54,128,Unknown,Mixed,HW Encryption Partially Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,6,6.1 TB,-,129,7,-,VLAN-172.20
Cage1,CT04,CT04-D2C23-N3,172.20.36.26,172.20.132.46,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,99NP6Q2,Dell Inc.,PowerEdge C6420,12-01-2019,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:b0:a4,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,119,7,-,VLAN-172.20
Cage1,CT04,CT04-D2C23-N4,172.20.36.27,172.20.132.47,-,KVM,CentOS Linux release 7.4.1708 (Core),-,-,-,1.4.5,3.21,99QH6Q2,Dell Inc.,PowerEdge C6420,12-01-2019,0K2TT6A09,2.0,1.2.0,3.10.0-693.21.1.el7.x86_64,b4:96:91:2d:b1:e4,128,Unknown,HDD,HW Encryption Enabled,Intel(R) Xeon(R) Silver 4114 CPU @ 2.20GHz,40,2,10,x86_64,5,6 TB,-,122,7,-,VLAN-172.20
