Cage,Rack,Label,Physical IP,Management IP,IPv6(Global Unicast),Server Type,OS,ZService,Component,Group,BIOS Version,BMC Version,Serial Number,Vendor,Server Model,Installation Date,Motherboard Model,IPMI Version,Redfish Version,Kernel Version,MAC Address,RAM (GB),Memory Encryption,Drive Type,Disk Encryption,CPU Model,CPU(s),Physical CPU,CPU Cores,CPU Architecture,Disk Count,Total Disk Size,Role,Power Consumed (W),Server Age,PO Number,VLAN
CT1E,CT1E-306,CT1E-306-D1R15,10.164.183.201,10.169.21.147,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,C13HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:f0:e9:30,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,153,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R16,10.164.183.184,10.169.21.146,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,H13HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:f0:d7:40,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,152,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R17,10.164.183.234,10.169.21.145,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,G13HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:f0:9f:30,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,150,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R18,10.164.183.248,10.169.21.144,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,913HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:63:70,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,156,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R19,10.164.183.190,10.169.21.143,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,623HBK4,Dell Inc.,PowerEdge R6715,11-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:4a:40,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,151,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R20,10.164.183.246,10.169.21.141,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,F23HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:0d:80,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,149,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R21,10.164.41.171,10.169.21.142,-,PHYSICAL_SERVER,Debian 13.5,-,-,-,1.7.7,1.30,923HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d6:53:a0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,148,0,ZOHOCHN-SIFY/25-26/0168,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-306,CT1E-306-D1R22,10.164.183.157,10.169.21.140,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,B13HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:2f:50,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,148,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R23,10.164.182.171,10.169.21.139,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,C23HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:59:70,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,149,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R24,10.164.183.76,10.169.21.138,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,B23HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:2b:00,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,152,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R25,10.164.41.199,10.169.21.137,-,CONTAINER_HOST,FreeBSD 14.4-p7,-,-,-,1.7.7,1.30,823HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,14.4-RELEASE-p7,6c:83:75:d6:09:f0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,150,0,ZOHOCHN-SIFY/25-26/0168,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-306,CT1E-306-D1R26,10.164.183.209,10.169.21.135,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,H23HBK4,Dell Inc.,PowerEdge R6715,11-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:89:a0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,151,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R27,10.164.182.130,10.169.21.132,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,G23HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:29:c0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,152,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R28,10.164.182.140,10.169.21.133,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,423HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d5:c6:50,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,155,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R29,10.164.182.135,10.169.21.128,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,323HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d5:d8:40,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,153,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R30,10.164.182.139,10.169.21.125,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,223HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d5:d2:d0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,151,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R31,10.164.182.129,10.169.21.124,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,723HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d5:f5:70,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,153,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D1R32,10.164.182.152,10.169.21.121,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,123HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:0c:10,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,152,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-306,CT1E-306-D4G04,10.164.117.180,10.169.20.128,-,KVM,Debian 12.9,-,-,-,1.7.6,1.20,2G928H4,Dell Inc.,PowerEdge XE7745,07-07-2026,0G2KC1A01,2.0,1.22.1,6.1.123,6c:83:75:03:8c:38,768,None,NVMe,HW Encryption Supported,AMD EPYC 9555 64-Core Processor,256,2,64,x86_64,1,3.8 TB,-,1211,0,ZOHOCHN-SIFY/25-26/0140,CT1E-NON-SAS COMPUTE
CT1E,CT1E-306,CT1E-306-GTA08-N1,10.164.119.19,10.169.21.5,-,PHYSICAL_SERVER,Debian 12.9,Mi,Hyna,Dev-cluster-1,3.0.V1,b.03,2O020650326-NODEA,Supermicro,AS -2115GT-HNTR,30-04-2026,H13SST-G,2.0,1.21.0,6.1.123,90:5a:08:a4:0d:f4,256,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,4,15.2 TB,-,125,0,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE
CT1E,CT1E-306,CT1E-306-GTA08-N2,10.164.43.38,10.169.21.0,-,KVM,Debian 13.4,-,-,-,3.0.V1,b.03,2O020650326-NODEB,Supermicro,AS -2115GT-HNTR,12-05-2026,H13SST-G,2.0,1.21.0,6.12.74,90:5a:08:a4:0e:c4,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,4,15.2 TB,-,170,0,ZOHO CHN-SIFY/25-26/0072,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-306,CT1E-306-GTA08-N3,10.164.43.24,10.169.21.15,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020650326-NODEC,Supermicro,AS -2115GT-HNTR,14-05-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:15:54,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,183,0,ZOHO CHN-SIFY/25-26/0072,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-306,CT1E-306-GTA08-N4,10.164.42.79,10.169.21.10,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020650326-NODED,Supermicro,AS -2115GT-HNTR,14-05-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:15:0c,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,156,0,ZOHO CHN-SIFY/25-26/0072,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-306,CT1E-306-GTA10-N1,10.164.119.135,10.169.23.147,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020630326-NODEA,Supermicro,AS -2115GT-HNTR,22-04-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:17:4e,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,159,0,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE
CT1E,CT1E-306,CT1E-306-GTA10-N2,10.164.119.156,10.169.23.148,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020630326-NODEB,Supermicro,AS -2115GT-HNTR,22-04-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:17:52,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,217,0,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE
CT1E,CT1E-306,CT1E-306-GTA10-N3,10.164.119.168,10.169.23.144,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020630326-NODEC,Supermicro,AS -2115GT-HNTR,22-04-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:17:84,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,170,0,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE
CT1E,CT1E-306,CT1E-306-GTA10-N4,10.164.119.202,10.169.23.145,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020630326-NODED,Supermicro,AS -2115GT-HNTR,22-04-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:16:00,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,186,0,ZOHO CHN-SIFY/25-26/0072,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-C2U06,10.164.41.143,10.169.20.134,-,PHYSICAL_SERVER,Debian 12.9,-,-,-,2.9,1.06,0123456789,Supermicro,Super Server,15-07-2026,-,2.0,1.21.1,6.1.123,50:00:e6:73:99:4c,128,Unknown,NVMe,HW Encryption Supported,INTEL(R) XEON(R) SILVER 4516Y+,48,1,24,x86_64,5,15.7 TB,-,134,0,-,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-307,CT1E-307-D1R13,10.164.182.133,10.169.21.136,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,523HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:0b:70,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,160,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-307,CT1E-307-D1R14,10.164.182.147,10.169.21.134,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,D23HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:55:20,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,322,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-307,CT1E-307-D1R15,10.164.41.223,10.169.21.131,-,KVM,Debian 13.5,-,-,-,1.7.7,1.30,133HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d6:58:c0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,154,0,ZOHOCHN-SIFY/25-26/0168,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-307,CT1E-307-D1R16,10.164.116.166,10.169.21.130,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,J23HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d5:f2:70,256,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,39,5 TB,-,178,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R17,10.164.116.183,10.169.21.129,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,J13HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d5:f4:50,256,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,39,5 TB,-,179,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R18,10.164.116.185,10.169.21.127,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,DL8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d6:36:30,256,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,41,5 TB,-,161,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R19,10.164.116.211,10.169.21.126,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,JL8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d5:d6:d0,256,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,41,5 TB,-,166,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R20,10.164.116.192,10.169.21.123,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,9L8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d5:d8:30,256,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,39,5 TB,-,185,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R21,10.164.116.187,10.169.21.122,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,GN8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d5:b3:30,128,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,25,4.6 TB,-,156,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R22,10.164.116.207,10.169.21.120,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,BL8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d6:37:40,128,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,23,4.5 TB,-,155,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R23,10.164.116.195,10.169.21.231,-,PHYSICAL_SERVER,Debian 13.5,-,-,-,1.7.7,1.30,4L8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d5:d9:80,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,153,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R24,10.164.116.204,10.169.21.119,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,3L8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d6:30:e0,128,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,23,4.5 TB,-,155,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R25,10.164.116.201,10.169.21.118,-,PHYSICAL_SERVER,Debian 13.5,Cloud,MicroVM,saslite,1.7.7,1.30,FN8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d6:44:80,128,None,Mixed,Not Known,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,25,4.5 TB,-,159,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS COMPUTE
CT1E,CT1E-307,CT1E-307-D1R26,10.164.182.160,10.169.21.117,-,PHYSICAL_SERVER,Debian 12.9,Catalyst,Sparkler-Worker,Worker-Internal,1.7.7,1.30,8L8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:d6:82:c0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,150,0,ZOHOCHN-SIFY/25-26/0168,CT1E-CRM-QA-AUTOMATION
CT1E,CT1E-307,CT1E-307-D1R27,10.164.41.35,10.169.21.116,-,PHYSICAL_SERVER,Debian 13.5,-,-,-,1.7.7,1.30,2L8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:d5:d2:b0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,-,158,0,ZOHOCHN-SIFY/25-26/0168,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-307,CT1E-307-D1R28,10.164.122.48,10.169.21.115,-,PHYSICAL_SERVER,Debian 13.5,MiQueue,ZCPMySQL,ZCP-MySQL,1.7.7,1.30,5M8HBK4,Dell Inc.,PowerEdge R6715,11-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:f2:a9:c0,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,Master,151,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS STORAGE
CT1E,CT1E-307,CT1E-307-D1R29,10.164.122.106,10.169.21.114,-,PHYSICAL_SERVER,Debian 13.5,MiQueue,ZCPMySQL,ZCP-MySQL,1.7.7,1.30,9M8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:f0:a9:50,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,Sec Slave,152,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS STORAGE
CT1E,CT1E-307,CT1E-307-D1R30,10.164.122.130,10.169.21.113,-,PHYSICAL_SERVER,Debian 13.5,MiQueue,ZCPMySQL,ZCP-MySQL,1.7.7,1.30,2M8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.12.90,6c:83:75:f0:ce:10,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,Slave,154,0,ZOHOCHN-SIFY/25-26/0168,CT1E-NON-SAS STORAGE
CT1E,CT1E-307,CT1E-307-D1R31,10.164.82.205,10.169.21.112,-,PHYSICAL_SERVER,Debian 12.9,Cloud,MySQL,default,1.7.7,1.30,HN8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:f0:ac:60,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,Sec Slave,150,0,ZOHOCHN-SIFY/25-26/0168,CT1E-COMMON DB-2
CT1E,CT1E-307,CT1E-307-D1R32,10.164.83.113,10.169.21.111,-,PHYSICAL_SERVER,Debian 12.9,PatchManagerPlusCloud,Postgres,premium16,1.7.7,1.30,3M8HBK4,Dell Inc.,PowerEdge R6715,24-06-2026,0KRFPXA08,2.0,1.22.1,6.1.123,6c:83:75:f2:07:90,128,None,NVMe,HW Encryption Supported,AMD EPYC 9335 32-Core Processor,64,1,32,x86_64,1,3.8 TB,Master,166,0,ZOHOCHN-SIFY/25-26/0168,CT1E-COMMON DB-2
CT1E,CT1E-307,CT1E-307-GTA08-N1,10.164.43.69,10.169.21.20,-,KVM,Debian 13.4,-,-,-,3.0.V1,b.03,2O020420326-NODEA,Supermicro,AS -2115GT-HNTR,12-05-2026,H13SST-G,2.0,1.21.0,6.12.74,90:5a:08:a4:16:d2,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,4,15.2 TB,-,159,0,ZOHO CHN-SIFY/25-26/0072,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-307,CT1E-307-GTA08-N2,10.164.42.177,10.169.21.13,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020420326-NODEB,Supermicro,AS -2115GT-HNTR,14-05-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:15:42,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,153,0,ZOHO CHN-SIFY/25-26/0072,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-307,CT1E-307-GTA08-N3,10.164.43.46,10.169.21.12,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020420326-NODEC,Supermicro,AS -2115GT-HNTR,14-05-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:16:02,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,157,0,ZOHO CHN-SIFY/25-26/0072,CT1E-VIRTUALIZATION-HOST
CT1E,CT1E-307,CT1E-307-GTA08-N4,10.164.43.63,10.169.21.19,-,KVM,Debian 13.5,-,-,-,3.0.V1,b.03,2O020420326-NODED,Supermicro,AS -2115GT-HNTR,14-05-2026,H13SST-G,2.0,1.21.0,6.12.90,90:5a:08:a4:17:5e,512,None,NVMe,HW Encryption Supported,AMD EPYC 9334 32-Core Processor,64,1,32,x86_64,6,30.6 TB,-,154,0,ZOHO CHN-SIFY/25-26/0072,CT1E-VIRTUALIZATION-HOST
