Label,Virtual Machine IP,KVM Host,KVM OS,ZService,Component,Group,Kernel Version,MAC Address,OS,RAM (GB),Memory Encryption,Role,Disk Count,Total Disk Size (GB),VLAN,Server Age,vCPUs,Drive Type,CPU Affinity Type
CT24-FTB24-N5-vm14,172.20.11.27,172.20.12.140,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:6c:00:6f,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB24-N6-vm5,172.20.10.249,172.20.12.139,CentOS Linux release 7.2.1511 (Core),Crm,Kafka,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:7e:fd:7b,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB24-N6-vm6,172.20.11.2,172.20.12.139,CentOS Linux release 7.2.1511 (Core),Mail360,Hadoop-DataNode,MailappsContentCluster-9867,3.10.0-957.21.3.el7.x86_64,52:54:00:48:03:18,CentOS Linux release 7.6.1810 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB24-N6-vm4,172.20.11.19,172.20.12.139,CentOS Linux release 7.2.1511 (Core),SasTest,Test-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:4b:6c:2c,CentOS Linux release 7.2.1511 (Core),4,Unknown,-,1,242,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB24-N6-vm10,172.20.11.6,172.20.12.139,CentOS Linux release 7.2.1511 (Core),MQueue,Kafka,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:dd:7f:19,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,0,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB24-N6-vm13,172.20.10.236,172.20.12.139,CentOS Linux release 7.2.1511 (Core),Site24x7,Kafka,"docs-ro,docs-rogac",3.10.0-327.36.3.el7.x86_64,52:54:00:ad:f4:79,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N3-vm6,172.20.10.101,172.20.12.180,CentOS Linux release 7.2.1511 (Core),Mailwatch,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:5a:b9:fb,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N3-vm7,172.20.10.96,172.20.12.180,CentOS Linux release 7.2.1511 (Core),Zmlibraryservice,"Hadoop-DataNode,Hbase-RegionServer","ZMLibraryDataCluster-9867,ZMLibraryDataCluster-16020",3.10.0-1160.6.1.el7.x86_64,52:54:00:e8:95:87,CentOS Linux release 7.9.2009 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N3-vm4,172.20.10.130,172.20.12.180,CentOS Linux release 7.2.1511 (Core),ZCP-QA,Test-Server,test,3.10.0-957.21.3.el7.x86_64,52:54:00:e5:32:46,CentOS Linux release 7.6.1810 (Core),4,Unknown,-,1,242,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N3-vm12,172.20.10.110,172.20.12.180,CentOS Linux release 7.2.1511 (Core),Blueprint,ZCP-Cassandra,qntrl,3.10.0-1160.6.1.el7.x86_64,52:54:00:64:1a:28,CentOS Linux release 7.9.2009 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N5-vm1,172.20.10.219,172.20.12.173,CentOS Linux release 7.2.1511 (Core),Crm-Csez,Kafka,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:db:eb:10,CentOS Linux release 7.2.1511 (Core),4,Unknown,-,1,242,VLAN-172.20,9,32,HDD,-
CT22-FTB24-N5-vm6,172.20.10.207,172.20.12.173,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:dd:da:ba,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,-
CT22-FTB24-N5-vm14,172.20.10.177,172.20.12.173,CentOS Linux release 7.2.1511 (Core),Crm,Clienttools,crmedge,3.10.0-1160.95.1.el7.x86_64,52:54:00:eb:20:22,CentOS Linux release 7.9.2009 (Core),16,Unknown,-,0,500,VLAN-172.20,9,32,HDD,-
CT22-FTB24-N5-vm11,172.20.10.200,172.20.12.173,CentOS Linux release 7.2.1511 (Core),Mail360,Hadoop-DataNode,MailAppsCluster-9867,3.10.0-327.36.3.el7.x86_64,52:54:00:76:cf:d3,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,340,VLAN-172.20,9,32,HDD,-
CT22-FTB24-N5-vm13,172.20.10.193,172.20.12.173,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:3e:44:bb,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,-
CT22-FTB20-N1-vm5,172.20.95.136,172.20.12.168,CentOS Linux release 7.2.1511 (Core),SOC,"DFS-DataNode,DFS-JournalNode,DFS-NameNode,DFS-ZKFC,Test-Server","soc-test,NA",3.10.0-1160.95.1.el7.x86_64,52:54:00:18:1b:ff,CentOS Linux release 7.9.2009 (Core),8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N1-vm1,172.20.10.15,172.20.12.168,CentOS Linux release 7.2.1511 (Core),ZmRegression,Zookeeper,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:71:9b:45,CentOS Linux release 7.2.1511 (Core),4,Unknown,-,1,242,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N1-vm14,172.20.9.202,172.20.12.168,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:38:4a:90,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N1-vm13,172.20.9.212,172.20.12.168,CentOS Linux release 7.2.1511 (Core),Crm,DFS,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:4e:d2:8c,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N3-vm5,172.20.44.237,172.20.12.170,CentOS Linux release 7.2.1511 (Core),DFS,HDFS-DataNode,NA,3.10.0-957.21.3.el7.x86_64,52:54:00:55:ec:d6,CentOS Linux release 7.6.1810 (Core),8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N3-vm11,172.20.9.107,172.20.12.170,CentOS Linux release 7.2.1511 (Core),ZMail,"DFS-ZKFC,Hadoop-NameNode,Hbase-Master","OtherGridDataCluster-9999,OtherGridDataCluster-16020",3.10.0-327.36.3.el7.x86_64,52:54:00:fe:0e:7e,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N3-vm10,172.20.13.218,172.20.12.170,CentOS Linux release 7.2.1511 (Core),Support,Desk-DataNode,Desk,3.10.0-514.26.2.el7.x86_64,52:54:00:98:64:19,CentOS Linux release 7.3.1611 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N3-vm12,172.20.9.118,172.20.12.170,CentOS Linux release 7.2.1511 (Core),ZMail,"DFS-ZKFC,Hadoop-NameNode,Hbase-Master","OtherGridMetaCluster-9999,OtherGridMetaCluster-16020",3.10.0-327.36.3.el7.x86_64,52:54:00:2b:db:6e,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm5,172.20.9.28,172.20.12.176,CentOS Linux release 7.2.1511 (Core),ZmRegression,Blur-ShardServer,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:8a:2e:76,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm14,172.20.51.122,172.20.12.176,CentOS Linux release 7.2.1511 (Core),ZMail,"DataNode,Hadoop-DataNode,Hadoop-JournalNode,Hbase-RegionServer","MailQueueCluster-9866,HBaseClusterContentPaid-9867,Default,HBaseClusterContentPaid-16020",3.10.0-957.21.3.el7.x86_64,52:54:00:36:27:19,CentOS Linux release 7.6.1810 (Core),16,Unknown,-,1,499,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm7,172.20.9.24,172.20.12.176,CentOS Linux release 7.2.1511 (Core),MQueue,Kafka,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:36:94:d7,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,0,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm9,172.20.22.174,172.20.12.176,CentOS Linux release 7.2.1511 (Core),sasteam-testing,Testing,NA,11.0-RELEASE-p1,52:54:00:7a:ab:41,FreeBSD 11.0-p1,8,Unknown,-,0,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm10,172.20.9.12,172.20.12.176,CentOS Linux release 7.2.1511 (Core),Mail360,RedisCache,"CACHE-6379,CACHE-6380",3.10.0-327.36.3.el7.x86_64,52:54:00:5c:5e:76,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N4-vm15,172.20.8.219,172.20.12.171,CentOS Linux release 7.2.1511 (Core),Arm,ZCP-Cassandra,IAM-Notification,3.10.0-957.21.3.el7.x86_64,52:54:00:2f:d1:bd,CentOS Linux release 7.6.1810 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N4-vm10,172.20.8.233,172.20.12.171,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:bd:e1:3b,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N4-vm12,172.20.8.226,172.20.12.171,CentOS Linux release 7.2.1511 (Core),ZmRegression,RServer,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:09:c9:0c,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N1-vm6,172.20.10.75,172.20.12.178,CentOS Linux release 7.2.1511 (Core),MQueue,Kafka,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:e1:57:0c,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,0,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N1-vm11,172.20.14.158,172.20.12.178,CentOS Linux release 7.2.1511 (Core),ZMail,ZMSearch-NameNode,ZMSearchVault-9000,3.10.0-514.26.2.el7.x86_64,52:54:00:2e:a2:69,CentOS Linux release 7.3.1611 (Core),8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB24-N7-vm9,172.20.8.31,172.20.12.141,CentOS Linux release 7.2.1511 (Core),Crm-Csez,Test-Server,crminteg-accountscsez,3.10.0-957.21.3.el7.x86_64,52:54:00:9a:a6:a4,CentOS Linux release 7.6.1810 (Core),8,Unknown,-,0,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB24-N7-vm8,172.20.62.77,172.20.12.141,CentOS Linux release 7.2.1511 (Core),L7,Nginx,L7-20-TE,12.2-RELEASE,52:54:00:e2:e8:12,FreeBSD 12.2,8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB24-N7-vm11,172.20.14.164,172.20.12.141,CentOS Linux release 7.2.1511 (Core),Logs-ZlQuery,ElasticSearch,Logs,3.10.0-514.26.2.el7.x86_64,52:54:00:9f:6f:67,CentOS Linux release 7.3.1611 (Core),8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N8-vm14,172.20.8.38,172.20.12.167,CentOS Linux release 7.2.1511 (Core),ZMail,"Hadoop-DataNode,Hadoop-JournalNode,Hbase-RegionServer","MailMetaDataCluster-9867,MailMetaDataCluster,MailMetaDataCluster-16020",5.10.106,52:54:00:7a:c2:1d,Debian 11.2,16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm11,172.20.47.167,172.20.12.176,CentOS Linux release 7.2.1511 (Core),ZMail,"NameNode,ZMSearch-JournalNode","NA,ZMSearchVault",3.10.0-1160.81.1.el7.x86_64,52:54:00:bb:ed:b7,CentOS Linux release 7.9.2009 (Core),8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm12,172.20.44.233,172.20.12.176,CentOS Linux release 7.2.1511 (Core),DFS,HDFS-DataNode,NA,3.10.0-957.21.3.el7.x86_64,52:54:00:60:ef:17,CentOS Linux release 7.6.1810 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm13,172.20.8.255,172.20.12.176,CentOS Linux release 7.2.1511 (Core),ZmRegression,ZMSearch-DataNode,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:7c:d2:9f,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N8-vm3,172.20.47.104,172.20.12.176,CentOS Linux release 7.2.1511 (Core),ZMail,"Hadoop-DataNode,Hbase-JournalNode","MailDataCluster-1-9867,NA",3.10.0-957.21.3.el7.x86_64,52:54:00:be:bc:6b,CentOS Linux release 7.6.1810 (Core),4,Unknown,-,1,242,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N2-vm15,172.20.7.217,172.20.12.179,CentOS Linux release 7.2.1511 (Core),ZMail,"DataNode,Hadoop-DataNode","NA,MailDataClusterFree-9867",3.10.0-327.36.3.el7.x86_64,52:54:00:0a:f3:3b,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N2-vm2,172.20.7.247,172.20.12.179,CentOS Linux release 7.2.1511 (Core),SalesIQ,ZCP-Cassandra,SalesIQ,3.10.0-327.36.3.el7.x86_64,52:54:00:b1:9c:39,CentOS Linux release 7.2.1511 (Core),4,Unknown,-,1,242,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N2-vm3,172.20.7.251,172.20.12.179,CentOS Linux release 7.2.1511 (Core),Creator-Csez,Cassandra,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:95:35:f6,CentOS Linux release 7.2.1511 (Core),4,Unknown,-,1,242,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N2-vm9,172.20.7.233,172.20.12.179,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:42:66:a6,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N2-vm10,172.20.66.174,172.20.12.179,CentOS Linux release 7.2.1511 (Core),Site24x7,Test-Server,EUM,3.10.0-1160.6.1.el7.x86_64,52:54:00:ae:51:22,CentOS Linux release 7.9.2009 (Core),8,Unknown,-,0,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N4-vm8,172.20.7.184,172.20.12.164,CentOS Linux release 7.2.1511 (Core),ZMail,"DFS-ZKFC,Hadoop-NameNode,Hbase-Master","OtherGridDataCluster-9999,OtherGridDataCluster-16020",3.10.0-327.36.3.el7.x86_64,52:54:00:75:30:6e,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N2-vm15,172.20.7.136,172.20.12.169,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:93:e8:c3,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N2-vm13,172.20.50.122,172.20.12.169,CentOS Linux release 7.2.1511 (Core),ZCP-QA,Test-Server,test,3.10.0-957.21.3.el7.x86_64,52:54:00:ad:2d:06,CentOS Linux release 7.6.1810 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N7-vm14,172.20.7.95,172.20.12.174,CentOS Linux release 7.2.1511 (Core),ZMail,Hadoop-DataNode,MailDataClusterPaid-9867,3.10.0-327.36.3.el7.x86_64,52:54:00:d8:5b:e4,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB20-N5-vm14,172.20.7.18,172.20.12.107,CentOS Linux release 7.2.1511 (Core),ZMail,"Hadoop-DataNode,Hadoop-JournalNode,Hbase-RegionServer","MailMetaDataClusterFree-9867,MailMetaDataClusterFree,MailMetaDataClusterFree-16020",5.10.106,52:54:00:00:95:b2,Debian 11.2,16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N2-vm14,172.20.6.228,172.20.12.179,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:e0:f6:22,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N7-vm15,172.20.6.216,172.20.12.177,CentOS Linux release 7.2.1511 (Core),Logs-ZlQuery,Zookeeper,supportcustomers,3.10.0-957.21.3.el7.x86_64,52:54:00:8a:e4:7d,CentOS Linux release 7.6.1810 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N1-vm15,172.20.6.198,172.20.12.168,CentOS Linux release 7.2.1511 (Core),DFS,NameNode,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:28:9f:b7,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N3-vm15,172.20.6.186,172.20.12.170,CentOS Linux release 7.2.1511 (Core),ZmRegression,Hbase-Server,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:81:88:6f,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N4-vm14,172.20.44.27,172.20.12.171,CentOS Linux release 7.2.1511 (Core),Crm,Test-Server,vtouchcrm1,3.10.0-957.21.3.el7.x86_64,52:54:00:81:bb:16,CentOS Linux release 7.6.1810 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N2-vm5,172.20.6.137,172.20.12.169,CentOS Linux release 7.2.1511 (Core),MQueue,Kafka,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:e2:3a:a0,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,0,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB24-N4-vm14,172.20.6.221,172.20.12.164,CentOS Linux release 7.2.1511 (Core),DFS,NameNode,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:6d:e4:70,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,0,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB20-N3-vm8,172.20.29.246,172.20.12.114,CentOS Linux release 7.2.1511 (Core),Loudharaj,Testing,NA,11.0-RELEASE-p1,52:54:00:3c:4c:9f,FreeBSD 11.0-p1,8,Unknown,-,0,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB20-N3-vm3,172.20.29.201,172.20.12.114,CentOS Linux release 7.2.1511 (Core),Creator-Csez,Cassandra,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:cb:71:c9,CentOS Linux release 7.2.1511 (Core),4,Unknown,-,1,242,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB20-N3-vm14,172.20.63.95,172.20.12.114,CentOS Linux release 7.2.1511 (Core),Mi,Testing,NA,11.0-RELEASE-p1,52:54:00:35:67:5e,FreeBSD 11.0-p1,16,Unknown,-,0,999,VLAN-172.20,9,32,HDD,Shared - Group 1
CT24-FTB20-N1-vm13,172.20.14.157,172.20.12.112,CentOS Linux release 7.2.1511 (Core),ZMail,Hadoop-DataNode,importcluster-9867,3.10.0-514.26.2.el7.x86_64,52:54:00:40:11:ae,CentOS Linux release 7.3.1611 (Core),8,Unknown,-,1,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT19-FTA23-N1-vm4,172.20.53.81,172.20.27.216,CentOS Linux release 7.2.1511 (Core),Queue-Test,"Kafka-CruiseControl,Zookeeper","zqkf01,zqzk01",3.10.0-957.21.3.el7.x86_64,52:54:00:84:0d:96,CentOS Linux release 7.6.1810 (Core),32,Unknown,-,0,591,VLAN-172.20,9,32,HW_RAID,Shared - Group 1
CT22-FTB20-N6-vm11,172.20.5.66,172.20.12.166,CentOS Linux release 7.2.1511 (Core),Crm,DFS,NA,3.10.0-327.36.3.el7.x86_64,52:54:00:93:3b:53,CentOS Linux release 7.4.1708 (Core),8,Unknown,-,0,340,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N6-vm12,172.20.26.170,172.20.12.166,CentOS Linux release 7.2.1511 (Core),sasteam-testing,Testing,NA,11.0-RELEASE-p1,52:54:00:31:fc:10,FreeBSD 11.0-p1,8,Unknown,-,0,330,VLAN-172.20,9,32,HDD,Shared - Group 1
CT22-FTB20-N6-vm15,172.20.27.250,172.20.12.166,CentOS Linux release 7.2.1511 (Core),Iot,StormNimbus,Stream,3.10.0-957.21.3.el7.x86_64,52:54:00:eb:e2:5a,CentOS Linux release 7.6.1810 (Core),16,Unknown,-,1,500,VLAN-172.20,9,32,HDD,Shared - Group 1
CT25-FTB19-N3-vm5,172.20.23.196,172.20.6.24,CentOS Linux release 7.2.1511 (Core),ZMail,"Hadoop-DataNode,HDFS-Kms","importcluster-9867,importcluster-18000",3.10.0-327.36.3.el7.x86_64,52:54:00:2b:f2:c7,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,340,VLAN-172.20,9,40,HDD,Shared - Group 1
CT21-FTB22-N3-vm10,172.20.23.204,172.20.12.182,CentOS Linux release 7.2.1511 (Core),ZMail,"Hadoop-DataNode,Hadoop-JournalNode,HDFS-Kms","importcluster-9867,importcluster,importcluster-18000",3.10.0-327.36.3.el7.x86_64,52:54:00:f8:f4:f0,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,40,HDD,Shared - Group 1
CT21-FTB22-N3-vm12,172.20.23.205,172.20.12.182,CentOS Linux release 7.2.1511 (Core),Site24x7,Kafka,msr,3.10.0-327.36.3.el7.x86_64,52:54:00:23:bb:00,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,0,330,VLAN-172.20,9,40,HDD,Shared - Group 1
CT20-FTB19-N4-vm8,172.20.56.32,172.20.12.204,CentOS Linux release 7.2.1511 (Core),Iot,IOTHubRedisCluster,hubredis2,3.10.0-957.21.3.el7.x86_64,52:54:00:e0:23:29,CentOS Linux release 7.6.1810 (Core),4,Unknown,-,1,340,VLAN-172.20,9,40,HDD,Shared - Group 1
CT20-FTB19-N4-vm15,172.20.15.200,172.20.12.204,CentOS Linux release 7.2.1511 (Core),Logs-ZlQuery,JournalNode,Logs,3.10.0-514.16.1.el7.x86_64,52:54:00:0c:e7:f2,CentOS Linux release 7.3.1611 (Core),16,Unknown,-,1,500,VLAN-172.20,9,40,HDD,Shared - Group 1
CT17-FTB31-N5-vm8,172.20.17.254,172.20.6.74,CentOS Linux release 7.3.1611 (Core),SasShyam,Testing,NA,3.10.0-514.26.2.el7.x86_64,52:54:00:67:66:b6,CentOS Linux release 7.3.1611 (Core),8,Unknown,-,1,376,VLAN-172.20,9,32,HW_RAID,Shared - Group 1
CT19-FTB19-N3-vm5,172.20.11.24,172.20.12.254,CentOS Linux release 7.2.1511 (Core),Crm,HawkEye,zohohawkeye,3.10.0-957.21.3.el7.x86_64,52:54:00:ac:c6:59,CentOS Linux release 7.6.1810 (Core),8,Unknown,-,1,340,VLAN-172.20,9,40,HDD,Shared - Group 1
CT19-FTB19-N3-vm15,172.20.8.217,172.20.12.254,CentOS Linux release 7.2.1511 (Core),ZMail,"Hadoop-DataNode,Hbase-JournalNode","MailDataCluster-1-9867,Default",5.10.106,52:54:00:3c:86:18,Debian 11.3,16,Unknown,-,1,500,VLAN-172.20,9,40,HDD,Shared - Group 1
CT19-FTB19-N3-vm12,172.20.79.151,172.20.12.254,CentOS Linux release 7.2.1511 (Core),DFS,Test-Server,NA,3.10.0-1160.6.1.el7.x86_64,52:54:00:c7:8e:a4,CentOS Linux release 7.9.2009 (Core),8,Unknown,-,1,330,VLAN-172.20,9,40,HDD,Shared - Group 1
CT18-FTB18-N2-vm2,172.20.24.143,172.20.13.34,CentOS Linux release 7.2.1511 (Core),ZAC-CC-Testing,Test-Server,ZS-CC-Testing,3.10.0-327.36.3.el7.x86_64,52:54:00:c7:d5:fc,CentOS Linux release 7.2.1511 (Core),4,Unknown,-,0,242,VLAN-172.20,9,40,HDD,Shared - Group 1
CT18-FTB18-N2-vm10,172.20.29.234,172.20.13.34,CentOS Linux release 7.2.1511 (Core),sasteam-testing,Testing,NA,13.0-RELEASE,52:54:00:06:52:1b,FreeBSD 13.0,8,Unknown,-,1,330,VLAN-172.20,9,40,HDD,Shared - Group 1
CT19-FTB19-N4-vm10,172.20.23.109,172.20.12.255,CentOS Linux release 7.2.1511 (Core),ZMail,ZMinion,Default,3.10.0-327.36.3.el7.x86_64,52:54:00:a8:53:da,CentOS Linux release 7.2.1511 (Core),8,Unknown,-,1,330,VLAN-172.20,9,40,HDD,Shared - Group 1
CT25-D2U32-N3-vm15,172.20.13.24,172.20.15.50,CentOS Linux release 7.3.1611 (Core),ZMail,"Hadoop-DataNode,Hbase-RegionServer","OtherGridMetaCluster-9867,OtherGridMetaCluster-16020",3.10.0-693.11.6.el7.x86_64,52:54:00:c8:c1:d1,CentOS Linux release 7.4.1708 (Core),8,Unknown,-,1,268,VLAN-172.20,9,40,HW_RAID,Shared - Group 1
CT19-FTB19-N4-vm15,172.20.23.72,172.20.12.255,CentOS Linux release 7.2.1511 (Core),ZMail,"Hadoop-DataNode,Hadoop-JournalNode,Hbase-RegionServer","MailQueueCluster-9867,MailQueueCluster,MailQueueCluster-16020",3.10.0-327.36.3.el7.x86_64,52:54:00:d5:e1:48,CentOS Linux release 7.2.1511 (Core),16,Unknown,-,1,500,VLAN-172.20,9,40,HDD,Shared - Group 1
CT25-FTB19-N8-vm11,172.20.52.184,172.20.5.246,CentOS Linux release 7.3.1611 (Core),Scrapy,Apache-Kafka,scrapyqueue,3.10.0-957.21.3.el7.x86_64,52:54:00:00:61:28,CentOS Linux release 7.6.1810 (Core),8,Unknown,-,1,340,VLAN-172.20,9,40,HDD,Shared - Group 1
