Cage,Rack,Label,Server IP,HostName,Server Type,Server Model,ZService,Component,Group,OS,RAM (GB),Memory Encryption,Disk Encryption,Role,LB Type,PO Number,VLAN,CPU(s),Drive Type
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R38,10.65.140.177,10.65.140.177,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R38,10.65.140.187,10.65.140.187,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R25,10.65.140.181,10.65.140.181,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R22,10.65.140.184,10.65.140.184,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
IN1D,IN1D-0604,IN1D-0604-D1R36,10.65.140.180,10.65.140.180,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R38-vm37,10.65.159.165,10.65.159.165,VM,-,-,-,-,Debian 12.9,8,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-COMMON-APP1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0602,CT1D-0602-D1R40-vm37,10.65.154.129,10.65.154.129,VM,-,-,-,-,Debian 12.9,8,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-COMMON-APP1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R37-vm23,10.65.154.108,10.65.154.108,VM,-,-,-,-,Debian 12.9,8,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-COMMON-APP1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R36-vm36,10.65.153.95,10.65.153.95,VM,-,-,-,-,Debian 12.9,8,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-COMMON-APP1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0604,CT1D-0604-D1R23-vm14,10.65.153.8,10.65.153.8,VM,-,-,-,-,Debian 12.9,8,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-COMMON-APP1,32,NVMe
Cage1,CT01,CT01-D2C11-N4-vm2,10.62.191.3,10.62.191.3,VM,-,-,-,-,Debian 12.9,4,None,HW Encryption Not Supported,-,None,ZOHO EST/20-21/0350,CT1B-ZCP-Modules,32,SSD
Cage1,CT01,CT01-D2C11-N4-vm14,10.62.191.4,10.62.191.4,VM,-,-,-,-,Debian 12.9,4,None,HW Encryption Not Supported,-,None,ZOHO EST/20-21/0350,CT1B-ZCP-Modules,32,SSD
Cage1,CT01,CT01-D2C11-N4-vm23,10.62.190.238,10.62.190.238,VM,-,-,-,-,Debian 12.9,16,None,HW Encryption Not Supported,-,None,ZOHO EST/20-21/0350,CT1B-ZCP-Modules,32,SSD
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R25-vm26,10.65.158.22,10.65.158.22,VM,-,-,-,-,Debian 13.5,8,None,Not Known,-,None,ZOHOEST/24-25/2010,CT1-COMMON-APP1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0601,CT1D-0601-D1R37-vm36,172.20.209.24,172.20.209.24,VM,-,-,-,-,Debian 13.5,8,None,Not Known,-,None,ZOHOEST/24-25/2010,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C16-N3-vm29,172.20.207.5,172.20.207.5,VM,-,-,-,-,Debian 12.9,4,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-S2U20,172.20.206.176,172.20.206.176,CONTAINER_HOST,SSG-521E-E1CR24L,-,-,-,Debian 12.9,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/2255,VLAN-172.20,24,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-H1U11-vm46,172.20.206.139,172.20.206.139,VM,-,-,-,-,Debian 12.9,16,None,Not Known,-,None,-,VLAN-172.20,32,SSD
NWL-HALL4-POD5-ROW5,CT1B-0506,CT1B-0506-S2U30,172.20.206.133,172.20.206.133,CONTAINER_HOST,SSG-521E-E1CR24L,-,-,-,Debian 12.9,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/2255,VLAN-172.20,24,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-S2U18,172.20.206.137,172.20.206.137,CONTAINER_HOST,SSG-521E-E1CR24L,-,-,-,Debian 12.9,512,Unknown,Not Known,-,None,ZOHO EST/24-25/2255,VLAN-172.20,24,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-S2U30,172.20.206.134,172.20.206.134,CONTAINER_HOST,SSG-521E-E1CR24L,-,-,-,Debian 12.9,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/2255,VLAN-172.20,24,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0507,CT1B-0507-S2U28,172.20.206.132,172.20.206.132,CONTAINER_HOST,SSG-521E-E1CR24L,-,-,-,Debian 12.9,512,Unknown,HW Encryption Supported,-,None,ZOHO EST/24-25/2255,VLAN-172.20,24,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-S2U40,172.20.206.131,172.20.206.131,CONTAINER_HOST,SSG-521E-E1CR24L,-,-,-,Debian 12.9,512,Unknown,Not Known,-,None,ZOHO EST/24-25/2255,VLAN-172.20,24,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0508,CT1B-0508-S2U40-Container-10,172.20.204.200,172.20.204.200,CN,-,-,-,-,Debian 12.9,16,Unknown,Not Known,-,None,ZOHO EST/24-25/2255,VLAN-172.20,48,Mixed
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-H1U26,172.20.97.198,172.20.97.198,KVM,ProLiant RL300 Gen11,-,-,-,Debian 12.9,512,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,128,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U20,172.20.97.206,172.20.97.206,KVM,ProLiant RL300 Gen11,-,-,-,Debian 12.9,512,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,128,NVMe
KTA,KTA-0104,KTA-0104-GTA20-N2,10.134.18.1,10.134.18.1,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N3,10.134.19.114,10.134.19.114,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N4,10.134.19.205,10.134.19.205,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0202,KTA-0202-GTA18-N3,10.134.19.93,10.134.19.93,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0201,KTA-0201-GTA18-N2,10.134.18.157,10.134.18.157,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N1,10.134.19.200,10.134.19.200,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N3,10.134.18.180,10.134.18.180,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N4,10.134.19.189,10.134.19.189,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0202,KTA-0202-GTA18-N2,10.134.19.78,10.134.19.78,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0104,KTA-0104-GTA20-N4,10.134.18.5,10.134.18.5,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N1,10.134.18.177,10.134.18.177,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N1,10.134.18.248,10.134.18.248,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0202,KTA-0202-GTA18-N1,10.134.19.72,10.134.19.72,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0104,KTA-0104-GTA20-N1,10.134.18.3,10.134.18.3,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0201,KTA-0201-GTA18-N1,10.134.18.159,10.134.18.159,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N1,10.134.19.183,10.134.19.183,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N3,10.134.19.14,10.134.19.14,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0201,KTA-0201-GTA18-N4,10.134.18.164,10.134.18.164,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N4,10.134.18.182,10.134.18.182,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0201,KTA-0201-GTA18-N3,10.134.18.162,10.134.18.162,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N3,10.134.19.186,10.134.19.186,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N2,10.134.19.0,10.134.19.0,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0202,KTA-0202-GTA18-N4,10.134.19.98,10.134.19.98,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N2,10.134.18.18,10.134.18.18,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N2,10.134.18.154,10.134.18.154,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N4,10.134.19.16,10.134.19.16,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N2,10.134.19.203,10.134.19.203,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0104,KTA-0104-GTA20-N3,10.134.18.21,10.134.18.21,KVM,AS -2115GT-HNTR,-,-,-,Debian 12.9,768,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-VIRTUALIZATION-HOST,64,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N2-vm25,10.134.34.9,10.134.34.9,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-DB1,16,NVMe
KTA,KTA-0203,KTA-0203-GTA20-N2-vm26,10.134.22.226,10.134.22.226,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,16,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N2-vm30,10.134.23.114,10.134.23.114,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0202,KTA-0202-GTA20-N3-vm23,10.134.23.254,10.134.23.254,VM,-,-,-,-,Debian 12.9,16,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,16,NVMe
KTA,KTA-0104,KTA-0104-GTA20-N4-vm1,10.134.46.27,10.134.46.27,VM,-,-,-,-,Debian 12.9,128,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N1-vm1,10.134.46.17,10.134.46.17,VM,-,-,-,-,Debian 12.9,128,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N1-vm12,10.134.23.167,10.134.23.167,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N1-vm26,10.134.23.253,10.134.23.253,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,16,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N1-vm1,10.134.46.12,10.134.46.12,VM,-,-,-,-,Debian 12.9,128,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N1-vm10,10.134.22.72,10.134.22.72,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N1-vm12,10.134.22.97,10.134.22.97,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N1-vm24,10.134.26.251,10.134.26.251,VM,-,-,-,-,FreeBSD 15.0,16,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP2,16,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N2-vm37,10.134.22.229,10.134.22.229,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N3-vm1,10.134.46.28,10.134.46.28,VM,-,-,-,-,Debian 12.9,128,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N2-vm45,10.134.22.77,10.134.22.77,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,32,NVMe
KTA,KTA-0201,KTA-0201-GTA20-N4-vm1,10.134.46.24,10.134.46.24,VM,-,-,-,-,Debian 12.9,128,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0202,KTA-0202-H1U27,10.134.19.30,10.134.19.30,PHYSICAL_SERVER,ProLiant DL325 Gen11,-,-,-,Debian 13.5,64,None,Not Known,-,None,-,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0202,KTA-0202-H1U04,10.134.19.111,10.134.19.111,KVM,ProLiant DL325 Gen11,-,-,-,Debian 13.5,128,None,HW Encryption Supported,-,None,-,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0201,KTA-0201-D1R08,10.134.18.6,10.134.18.6,KVM,PowerEdge R6615,-,-,-,Debian 12.9,384,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0201,KTA-0201-D1R09,10.134.18.27,10.134.18.27,KVM,PowerEdge R6615,-,-,-,Debian 12.9,384,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0201,KTA-0201-D1R11,10.134.18.22,10.134.18.22,KVM,PowerEdge R6615,-,-,-,Debian 12.9,384,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0201,KTA-0201-D1R25,10.134.46.10,10.134.46.10,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-NONSAS-COMPUTE,32,NVMe
KTA,KTA-0201,KTA-0201-D1R10,10.134.18.14,10.134.18.14,KVM,PowerEdge R6615,-,-,-,Debian 12.9,384,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0201,KTA-0201-GTA18-N3-vm28,10.134.25.5,10.134.25.5,VM,-,-,-,-,Debian 12.9,16,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP2,16,NVMe
KTA,KTA-0201,KTA-0201-GTA18-N2-vm27,10.134.38.35,10.134.38.35,VM,-,-,-,-,Debian 12.9,16,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-DB2,16,NVMe
KTA,KTA-0201,KTA-0201-D1R14,10.134.18.111,10.134.18.111,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0201,KTA-0201-D1R09-vm13,10.134.64.188,10.134.64.188,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-ZCP-MODULE,32,NVMe
Cage1,CT21,CT21-FTB10-N2,10.65.166.110,10.65.166.110,CONTAINER_HOST,SYS-F618R2-RTN+,-,-,-,Debian 12.9,128,Unknown,HW Encryption Supported,-,None,-,CT1B-ZAC_VLAN1,8,SSD
Cage1,CT13,CT13-DB26-N8,172.20.8.174,172.20.8.174,PHYSICAL_SERVER,PowerEdge C8220,-,-,-,Debian 12.9,48,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,4,HDD
Cage1,CT20,CT20-FTB10-N3,10.65.166.29,10.65.166.29,KVM,SYS-F618R2-RTN+,-,-,-,Debian 12.9,128,Unknown,HW Encryption Supported,-,None,-,CT1B-ZAC_VLAN1,8,SSD
Cage1,CT13,CT13-DB26-N4,172.20.88.13,172.20.88.13,CONTAINER_HOST,PowerEdge C8220,-,-,-,Debian 12.9,64,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,4,HDD
Cage1,CT21,CT21-FTB10-N7,10.65.166.28,10.65.166.28,KVM,SYS-F618R2-RTN+,-,-,-,Debian 12.9,128,Unknown,HW Encryption Supported,-,None,-,CT1B-ZAC_VLAN1,8,SSD
Cage1,CT13,CT13-DB26-N6,172.20.7.123,172.20.7.123,PHYSICAL_SERVER,PowerEdge C8220,-,-,-,Debian 12.9,48,Unknown,HW Encryption Not Supported,-,None,-,VLAN-172.20,4,HDD
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-GTA20-N1-vm21,10.65.166.21,10.65.166.21,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO EST/23-24/0702,CT1B-ZAC_VLAN1,32,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0203,CT1B-0203-GTA20-N1-vm25,10.65.166.25,10.65.166.25,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO EST/23-24/0702,CT1B-ZAC_VLAN1,32,NVMe
NWL-HALL3-POD3-ROW6,CT1D-0603,CT1D-0603-D1R11,10.65.140.102,10.65.140.102,CONTAINER_HOST,PowerEdge R6615,-,-,-,Debian 12.9,512,-,HW Encryption Supported,-,None,ZOHOEST/24-25/2076,CT1-VIRTUALIZATION-HOST,64,NVMe
NWL-HALL4-POD1-ROW2,CT1B-0204,CT1B-0204-BTA14-N2-vm32,192.168.187.234,192.168.187.234,VM,-,-,-,-,Debian 12.9,16,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/0781,LOCALZOHO-CORP,32,NVMe
Cage1,CT17,CT17-FTA35-N3-Container-5,172.20.59.15,172.20.59.15,CN,-,-,-,-,Debian 11.7,4,Unknown,Not Known,-,None,-,VLAN-172.20,2,HW_RAID
KTA,KTA-0203,KTA-0203-GTA20-N1-vm52,10.134.21.45,10.134.21.45,VM,-,-,-,-,Debian 12.9,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,8,NVMe
KTA,KTA-0203,KTA-0203-GTA18-N2-vm49,10.134.21.76,10.134.21.76,VM,-,-,-,-,FreeBSD 14.4-p7,32,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-APP1,8,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0501,CT1B-0501-H1U20,172.20.85.127,172.20.85.127,KVM,ProLiant RL300 Gen11,-,-,-,Debian 12.9,1024,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,128,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0502,CT1B-0502-H1U20-vm15,172.20.84.72,Debian12.9-ARM64,VM,-,-,-,-,Debian 12.11,4,None,HW Encryption Not Supported,-,None,-,VLAN-172.20,32,NVMe
NWL-HALL4-POD5-ROW5,CT1B-0505,CT1B-0505-D2C20-N1-vm60,10.62.107.179,10.62.107.179,VM,-,-,-,-,Debian 12.9,8,Unknown,HW Encryption Supported,-,None,ZOHO EST/23-24/1979,SITE24X7_APP,32,NVMe
ME-Lab,CT1A21,CT1A21-D2C13-N4-vm24,172.20.207.32,172.20.207.32,VM,-,-,-,-,Debian 12.9,8,Unknown,HW Encryption Supported,-,None,-,VLAN-172.20,20,SSD
KTA,KTA-0201,KTA-0201-GTA18-N4-vm2,10.134.34.157,10.134.34.157,VM,-,-,-,-,Debian 12.9,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-DB1,8,NVMe
KTA,KTA-0205,KTA-0205-H1U29,10.134.54.6,10.134.54.6,KVM,ProLiant DL325 Gen11,-,-,-,Debian 12.9,128,None,HW Encryption Supported,-,None,-,KRISP-CT1-CRM-QA-AUTOMATION,32,NVMe
KTA,KTA-0201,KTA-0201-GTA18-N4-vm1,10.134.34.154,10.134.34.154,VM,-,-,-,-,Debian 13.5,8,None,HW Encryption Supported,-,None,ZOHO KRISP/24-25/0408,KRISP-CT1-COMMON-DB1,8,NVMe
KTA,KTA-0202,KTA-0202-D1R10,10.134.18.50,10.134.18.50,KVM,PowerEdge R6615,-,-,-,Debian 12.9,384,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0202,KTA-0202-D1R11,10.134.18.55,10.134.18.55,KVM,PowerEdge R6615,-,-,-,Debian 12.9,384,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0204,KTA-0204-H1U31,10.134.18.119,10.134.18.119,KVM,ProLiant DL325 Gen11,-,-,-,Debian 12.9,512,None,HW Encryption Supported,-,None,-,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0205,KTA-0205-H1U33,10.134.18.193,10.134.18.193,KVM,ProLiant DL325 Gen11,-,-,-,Debian 12.9,512,None,HW Encryption Supported,-,None,-,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
KTA,KTA-0202,KTA-0202-D1R13,10.134.18.245,10.134.18.245,KVM,PowerEdge R6615,-,-,-,Debian 12.9,512,None,HW Encryption Supported,-,None,ZOHOKRISP/24-25/0483,KRISP-CT1-VIRTUALIZATION-HOST,32,NVMe
